# test_Lib_CrystalStructureFactor v.0.0.1
 element           g       T (K)       V (V)         Re(U_g)         Im(U_g)                xi_g
Fe         0   0   0     300.000  200000.000     29.09018645      0.37200372        148.16157934
Fe         0  -1  -1     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe        -1   0  -1     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe         1   0  -1     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe         0   1  -1     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe        -1  -1   0     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe         1  -1   0     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe        -1   1   0     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe         1   1   0     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe         0  -1   1     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe        -1   0   1     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe         1   0   1     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe         0   1   1     300.000  200000.000     11.84636613      0.34653339        363.70286925
Fe         0   0  -2     300.000  200000.000      8.23455427      0.32374597        523.04869997
Fe         0  -2   0     300.000  200000.000      8.23455427      0.32374597        523.04869997
Fe        -2   0   0     300.000  200000.000      8.23455427      0.32374597        523.04869997
Fe         2   0   0     300.000  200000.000      8.23455427      0.32374597        523.04869997
Fe         0   2   0     300.000  200000.000      8.23455427      0.32374597        523.04869997
Fe         0   0   2     300.000  200000.000      8.23455427      0.32374597        523.04869997
Fe        -1  -1  -2     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         1  -1  -2     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe        -1   1  -2     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         1   1  -2     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe        -1  -2  -1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         1  -2  -1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe        -2  -1  -1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         2  -1  -1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe        -2   1  -1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         2   1  -1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe        -1   2  -1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         1   2  -1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe        -1  -2   1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         1  -2   1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe        -2  -1   1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         2  -1   1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe        -2   1   1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         2   1   1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe        -1   2   1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         1   2   1     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe        -1  -1   2     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         1  -1   2     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe        -1   1   2     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         1   1   2     300.000  200000.000      6.41729818      0.30325884        670.93586060
Fe         0  -2  -2     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe        -2   0  -2     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe         2   0  -2     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe         0   2  -2     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe        -2  -2   0     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe         2  -2   0     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe        -2   2   0     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe         2   2   0     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe         0  -2   2     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe        -2   0   2     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe         2   0   2     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe         0   2   2     300.000  200000.000      5.29062904      0.28475177        813.54611869
Fe         0  -1  -3     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe        -1   0  -3     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         1   0  -3     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         0   1  -3     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         0  -3  -1     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe        -3   0  -1     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         3   0  -1     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         0   3  -1     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe        -1  -3   0     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         1  -3   0     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe        -3  -1   0     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         3  -1   0     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe        -3   1   0     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         3   1   0     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe        -1   3   0     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         1   3   0     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         0  -3   1     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe        -3   0   1     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         3   0   1     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         0   3   1     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         0  -1   3     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe        -1   0   3     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         1   0   3     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe         0   1   3     300.000  200000.000      4.49367295      0.26795619        957.51461150
Fe        -2  -2  -2     300.000  200000.000      3.88295884      0.25264643       1107.73905962
Fe         2  -2  -2     300.000  200000.000      3.88295884      0.25264643       1107.73905962
Fe        -2   2  -2     300.000  200000.000      3.88295884      0.25264643       1107.73905962
Fe         2   2  -2     300.000  200000.000      3.88295884      0.25264643       1107.73905962
Fe        -2  -2   2     300.000  200000.000      3.88295884      0.25264643       1107.73905962
Fe         2  -2   2     300.000  200000.000      3.88295884      0.25264643       1107.73905962
Fe        -2   2   2     300.000  200000.000      3.88295884      0.25264643       1107.73905962
Fe         2   2   2     300.000  200000.000      3.88295884      0.25264643       1107.73905962
Fe        -1  -2  -3     300.000  200000.000      3.39433839      0.23863238       1266.75277437
Fe         1  -2  -3     300.000  200000.000      3.39433839      0.23863238       1266.75277437
Fe        -2  -1  -3     300.000  200000.000      3.39433839      0.23863238       1266.75277437
