# test_Lib_CrystalStructureFactor v.0.0.1
 element           g       T (K)       V (V)         Re(U_g)         Im(U_g)                xi_g
Ag         0   0   0     300.000  200000.000     24.31938722      1.07297495        177.06906666
Ag        -1  -1  -1     300.000  200000.000     13.82392402      0.99655402        311.00023450
Ag         1   1   1     300.000  200000.000     13.82392402      0.99655402        311.00023450
Ag         0   0  -2     300.000  200000.000     12.35953485      0.97270666        347.67595703
Ag         0  -2   0     300.000  200000.000     12.35953485      0.97270666        347.67595703
Ag        -2   0   0     300.000  200000.000     12.35953485      0.97270666        347.67595703
Ag         2   0   0     300.000  200000.000     12.35953485      0.97270666        347.67595703
Ag         0   2   0     300.000  200000.000     12.35953485      0.97270666        347.67595703
Ag         0   0   2     300.000  200000.000     12.35953485      0.97270666        347.67595703
Ag         0  -2  -2     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag        -2   0  -2     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag         2   0  -2     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag         0   2  -2     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag        -2  -2   0     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag         2  -2   0     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag        -2   2   0     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag         2   2   0     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag         0  -2   2     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag        -2   0   2     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag         2   0   2     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag         0   2   2     300.000  200000.000      8.67766403      0.88447234        494.16334824
Ag        -1  -1  -3     300.000  200000.000      7.02215015      0.82495006        609.63671060
Ag        -1  -3  -1     300.000  200000.000      7.02215015      0.82495006        609.63671060
Ag        -3  -1  -1     300.000  200000.000      7.02215015      0.82495006        609.63671060
Ag         3   1   1     300.000  200000.000      7.02215015      0.82495006        609.63671060
Ag         1   3   1     300.000  200000.000      7.02215015      0.82495006        609.63671060
