      FE   0   0   0     800.000  200000.000       29.090216        0.650359      148.136527
      FE   2   0   0     800.000  200000.000        7.697999        0.497598      558.771631
      FE   4   0   0     800.000  200000.000        2.286994        0.249660     1873.614393
      FE   6   0   0     800.000  200000.000        0.658857        0.086718     6486.296441
      FE   8   0   0     800.000  200000.000        0.189966        0.016776    22602.465797
      FE  10   0   0     800.000  200000.000        0.047576       -0.002690    90454.874543
      FE  12   0   0     800.000  200000.000        0.010212       -0.004035   392563.121910
      FE  14   0   0     800.000  200000.000        0.001919       -0.002127  1504657.180377
      FE  16   0   0     800.000  200000.000        0.000309       -0.000821  4914352.475214
      FE  18   0   0     800.000  200000.000        0.000041       -0.000262 16224287.550821
      FE  20   0   0     800.000  200000.000        0.000004       -0.000072 59590529.577244
      FE   1   1   0     800.000  200000.000       11.453868        0.565825      375.868712
      FE   3   1   0     800.000  200000.000        3.797109        0.348618     1130.425027
      FE   5   1   0     800.000  200000.000        1.148972        0.146528     3721.386805
      FE   7   1   0     800.000  200000.000        0.342032        0.040388    12515.390312
      FE   9   1   0     800.000  200000.000        0.093456        0.002694    46103.057559
      FE  11   1   0     800.000  200000.000        0.021651       -0.004349   195183.763075
      FE  13   1   0     800.000  200000.000        0.004361       -0.003054   809634.613359
      FE  15   1   0     800.000  200000.000        0.000763       -0.001337  2799279.364656
      FE  17   1   0     800.000  200000.000        0.000112       -0.000466  8997031.199736
      FE  19   1   0     800.000  200000.000        0.000013       -0.000138 31137978.287705
      FE   2   2   0     800.000  200000.000        4.623685        0.391224      928.924237
      FE   4   2   0     800.000  200000.000        1.702651        0.201237     2514.082606
      FE   6   2   0     800.000  200000.000        0.540491        0.070116     7908.708010
      FE   8   2   0     800.000  200000.000        0.161680        0.012478    26580.982955
      FE  10   2   0     800.000  200000.000        0.041110       -0.003263   104520.768073
      FE  12   2   0     800.000  200000.000        0.008938       -0.003900   442027.955058
      FE  14   2   0     800.000  200000.000        0.001695       -0.002004  1642503.948062
      FE  16   2   0     800.000  200000.000        0.000274       -0.000768  5283663.173343
      FE  18   2   0     800.000  200000.000        0.000037       -0.000245 17380883.001822
      FE   3   3   0     800.000  200000.000        1.966182        0.224024     2178.176806
      FE   5   3   0     800.000  200000.000        0.730658        0.096349     5848.710098
      FE   7   3   0     800.000  200000.000        0.243139        0.025004    17635.158315
      FE   9   3   0     800.000  200000.000        0.068971       -0.000395    62494.707306
      FE  11   3   0     800.000  200000.000        0.016412       -0.004355   253858.487059
      FE  13   3   0     800.000  200000.000        0.003378       -0.002749   989707.432332
      FE  15   3   0     800.000  200000.000        0.000599       -0.001176  3265979.444996
      FE  17   3   0     800.000  200000.000        0.000089       -0.000407 10345182.118832
      FE  19   3   0     800.000  200000.000        0.000011       -0.000120 35702582.600804
      FE   4   4   0     800.000  200000.000        0.813089        0.107009     5255.940169
      FE   6   4   0     800.000  200000.000        0.313558        0.035974    13657.137036
      FE   8   4   0     800.000  200000.000        0.100932        0.003700    42677.497124
      FE  10   4   0     800.000  200000.000        0.026735       -0.004193   159280.531848
      FE  12   4   0     800.000  200000.000        0.006024       -0.003447   621032.494433
      FE  14   4   0     800.000  200000.000        0.001171       -0.001668  2115665.490310
