0.23770E+01 0.23370E+01 0.17483E+01 0.56002E+00 0.13318E+00
0.67524E+02 0.16783E+02 0.33804E+01 0.69310E+00 0.77529E-01
0.72463E-04 0.46194E-02 0.52160E-01 0.11932E+00 -0.16199E-01
0.11253E+03 0.13594E+02 0.28744E+01 0.85728E+00 0.11711E+00
0.88571429
