0.14765E+01 0.17797E+01 0.16169E+01 0.57883E+00 0.13938E+00
0.66379E+02 0.13962E+02 0.29322E+01 0.64312E+00 0.73458E-01
0.15319E-02 -0.58994E-03 0.48616E-01 0.11180E+00 -0.14829E-01
0.18609E+01 0.13574E-01 0.23173E+01 0.57260E+00 0.87204E-01
0.56357143
